Name,NumberOfInstances,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,NumberOfClasses,MajorityClassPercentage
QSAR-TID-12780 (1),121.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10003 (1),1187.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12566 (1),298.0,0.0,1025.0,1.0,0.0,
QSAR-TID-260 (1),18.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10373 (1),53.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12755 (1),30.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17145 (1),15.0,0.0,1025.0,1.0,0.0,
QSAR-TID-18013 (1),35.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12485 (1),83.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17076 (1),51.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10244 (1),396.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101552 (1),73.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12673 (1),183.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12345 (1),42.0,0.0,1025.0,1.0,0.0,
QSAR-TID-146 (1),683.0,0.0,1025.0,1.0,0.0,
QSAR-TID-246 (1),1135.0,0.0,1025.0,1.0,0.0,
QSAR-TID-168 (1),412.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30048 (1),80.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11691 (1),715.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12666 (1),2243.0,0.0,1025.0,1.0,0.0,
QSAR-TID-247 (1),1171.0,0.0,1025.0,1.0,0.0,
QSAR-TID-14037 (1),4378.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30017 (1),1058.0,0.0,1025.0,1.0,0.0,
QSAR-TID-175 (1),251.0,0.0,1025.0,1.0,0.0,
QSAR-TID-104260 (1),71.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10688 (1),44.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10485 (1),32.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101041 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10814 (1),103.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102414 (1),523.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101079 (1),125.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12738 (1),596.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102770 (1),73.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101460 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11018 (1),579.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10450 (1),214.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30020 (1),89.0,0.0,1025.0,1.0,0.0,
QSAR-TID-42 (1),1302.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11154 (1),688.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10960 (1),70.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20067 (1),29.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100895 (1),21.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103446 (1),73.0,0.0,1025.0,1.0,0.0,
QSAR-TID-262 (1),429.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12295 (1),15.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10958 (1),107.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100579 (1),564.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12971 (1),188.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10919 (1),386.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12753 (1),23.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10044 (1),939.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103140 (1),73.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10580 (1),1926.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10004 (1),14.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10477 (1),682.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30018 (1),903.0,0.0,1025.0,1.0,0.0,
QSAR-TID-112 (1),692.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101199 (1),341.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17089 (1),17.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12017 (1),62.0,0.0,1025.0,1.0,0.0,
QSAR-TID-104430 (1),41.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10684 (1),122.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30019 (1),84.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10078 (1),55.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12076 (1),512.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11337 (1),11.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11680 (1),395.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20129 (1),17.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17063 (1),48.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11408 (1),1211.0,0.0,1025.0,1.0,0.0,
QSAR-TID-18025 (1),21.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11149 (1),1521.0,0.0,1025.0,1.0,0.0,
QSAR-TID-43 (1),1577.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101405 (1),117.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11622 (1),792.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11569 (1),120.0,0.0,1025.0,1.0,0.0,
QSAR-TID-119 (1),15.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100613 (1),51.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10889 (1),14.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10677 (1),59.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11615 (1),37.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10542 (1),351.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10222 (1),60.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12226 (1),665.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20128 (1),100.0,0.0,1025.0,1.0,0.0,
QSAR-TID-69 (1),569.0,0.0,1025.0,1.0,0.0,
QSAR-TID-248 (1),923.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10436 (1),143.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102399 (1),82.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11639 (1),201.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12831 (1),85.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10529 (1),2578.0,0.0,1025.0,1.0,0.0,
QSAR-TID-117 (1),818.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11536 (1),1306.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30026 (1),553.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30013 (1),244.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10323 (1),97.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10579 (1),388.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12825 (1),847.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10613 (1),247.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11926 (1),756.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20084 (1),17.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103088 (1),13.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100098 (1),472.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100429 (1),45.0,0.0,1025.0,1.0,0.0,
QSAR-TID-128 (1),1386.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11947 (1),17.0,0.0,1025.0,1.0,0.0,
QSAR-TID-88 (1),895.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11336 (1),1199.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10927 (1),446.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11626 (1),507.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11843 (1),84.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10131 (1),1979.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10235 (1),93.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10711 (1),66.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100852 (1),747.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100633 (1),37.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11589 (1),82.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10486 (1),57.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10939 (1),81.0,0.0,1025.0,1.0,0.0,
QSAR-TID-104261 (1),30.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100845 (1),836.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12789 (1),309.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10564 (1),32.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11638 (1),1180.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12 (1),927.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10778 (1),82.0,0.0,1025.0,1.0,0.0,
QSAR-TID-14073 (1),27.0,0.0,1025.0,1.0,0.0,
QSAR-TID-13004 (1),692.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17080 (1),1135.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11046 (1),392.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100126 (1),747.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11685 (1),154.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101477 (1),13.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103435 (1),73.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11530 (1),49.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101465 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101417 (1),14.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12567 (1),19.0,0.0,1025.0,1.0,0.0,
QSAR-TID-116 (1),794.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17049 (1),54.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11288 (1),665.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11082 (1),1695.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12862 (1),395.0,0.0,1025.0,1.0,0.0,
QSAR-TID-36 (1),1731.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100856 (1),471.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10885 (1),937.0,0.0,1025.0,1.0,0.0,
QSAR-TID-50 (1),1414.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100412 (1),906.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12592 (1),2615.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30015 (1),116.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101299 (1),11.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12587 (1),157.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10909 (1),111.0,0.0,1025.0,1.0,0.0,
QSAR-TID-19689 (1),157.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12569 (1),891.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12687 (1),1648.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11811 (1),59.0,0.0,1025.0,1.0,0.0,
QSAR-TID-72 (1),5354.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20109 (1),44.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30022 (1),81.0,0.0,1025.0,1.0,0.0,
QSAR-TID-134 (1),878.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12476 (1),1023.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100976 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12591 (1),10.0,0.0,1025.0,1.0,0.0,
QSAR-TID-90 (1),2055.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100854 (1),625.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10498 (1),1748.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10938 (1),1862.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10850 (1),622.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12744 (1),59.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100413 (1),998.0,0.0,1025.0,1.0,0.0,
QSAR-TID-270 (1),289.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12619 (1),21.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10329 (1),669.0,0.0,1025.0,1.0,0.0,
QSAR-TID-176 (1),906.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100244 (1),11.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11427 (1),167.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100433 (1),11.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11989 (1),43.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10970 (1),763.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10184 (1),941.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10657 (1),14.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12829 (1),543.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101221 (1),81.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100912 (1),948.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101269 (1),675.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11399 (1),518.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100186 (1),360.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17115 (1),23.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101204 (1),75.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12077 (1),53.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11113 (1),94.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11056 (1),41.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102576 (1),17.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10438 (1),565.0,0.0,1025.0,1.0,0.0,
QSAR-TID-143 (1),393.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10439 (1),149.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101349 (1),652.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10956 (1),52.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101183 (1),78.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11873 (1),115.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11534 (1),1703.0,0.0,1025.0,1.0,0.0,
QSAR-TID-104390 (1),14.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12665 (1),899.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12679 (1),337.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11192 (1),380.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10466 (1),78.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12956 (1),33.0,0.0,1025.0,1.0,0.0,
QSAR-TID-25 (1),1897.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12919 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10441 (1),304.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12720 (1),21.0,0.0,1025.0,1.0,0.0,
QSAR-TID-14070 (1),33.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101130 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10008 (1),189.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10984 (1),20.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11629 (1),688.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12793 (1),85.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12947 (1),1287.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10407 (1),176.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30005 (1),81.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11842 (1),919.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12449 (1),65.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11869 (1),705.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20122 (1),101.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17073 (1),391.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103451 (1),27.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11524 (1),605.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12933 (1),30.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100969 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102913 (1),10.0,0.0,1025.0,1.0,0.0,
QSAR-TID-186 (1),14.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101411 (1),74.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11624 (1),742.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12998 (1),98.0,0.0,1025.0,1.0,0.0,
QSAR-TID-104138 (1),65.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100851 (1),526.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10623 (1),248.0,0.0,1025.0,1.0,0.0,
QSAR-TID-127 (1),1524.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101338 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30035 (1),678.0,0.0,1025.0,1.0,0.0,
QSAR-TID-47 (1),1953.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10782 (1),116.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12131 (1),111.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11199 (1),104.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11942 (1),1002.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101602 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101324 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100962 (1),35.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12227 (1),1510.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11528 (1),35.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100834 (1),747.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12735 (1),646.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20033 (1),273.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100424 (1),97.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11868 (1),519.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12787 (1),10.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12090 (1),1312.0,0.0,1025.0,1.0,0.0,
QSAR-TID-137 (1),3689.0,0.0,1025.0,1.0,0.0,
QSAR-TID-118 (1),1362.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20023 (1),60.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10527 (1),294.0,0.0,1025.0,1.0,0.0,
QSAR-TID-38 (1),70.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10300 (1),20.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11141 (1),38.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11409 (1),927.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10505 (1),64.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20166 (1),561.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12832 (1),478.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10614 (1),246.0,0.0,1025.0,1.0,0.0,
QSAR-TID-8 (1),1739.0,0.0,1025.0,1.0,0.0,
QSAR-TID-105 (1),1251.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103095 (1),73.0,0.0,1025.0,1.0,0.0,
QSAR-TID-13000 (1),3459.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100853 (1),76.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102678 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-124 (1),1745.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11019 (1),592.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102815 (1),34.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11188 (1),39.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10747 (1),13.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10679 (1),262.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102927 (1),212.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30033 (1),84.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10331 (1),303.0,0.0,1025.0,1.0,0.0,
QSAR-TID-64 (1),358.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100052 (1),26.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17074 (1),671.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103433 (1),73.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30029 (1),82.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10674 (1),511.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30046 (1),81.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11752 (1),985.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11119 (1),192.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11061 (1),291.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30003 (1),778.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10741 (1),11.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10031 (1),62.0,0.0,1025.0,1.0,0.0,
QSAR-TID-179 (1),127.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100824 (1),79.0,0.0,1025.0,1.0,0.0,
SensorDataResource (1),127591.0,0.0,25.0,2.0,,
COMET_MC_SAMPLE (1),761940.0,0.0,6.0,0.0,,
COMET_MC_SAMPLE (2),89640.0,0.0,6.0,0.0,0.0,
COMET_MC_SAMPLE (3),89640.0,0.0,6.0,0.0,,
COMET_MC_SAMPLE (4),761940.0,0.0,6.0,0.0,0.0,
yagoSchema.ttl (4),181.0,0.0,3.0,0.0,,
WaveformDatabaseGenerator (1),5000.0,0.0,22.0,0.0,,
TurkiyeStudentEvaluation (1),5820.0,0.0,33.0,0.0,,
InternetUsage (1),,,,,,
Concrete_Data (1),1030.0,0.0,9.0,0.0,,
Diabetes130US (1),101766.0,0.0,13.0,37.0,3.0,53.91191557101586
GeographicalOriginalofMusic (1),1059.0,0.0,118.0,0.0,0.0,
OnlineNewsPopularity (1),39644.0,0.0,60.0,1.0,0.0,
Plants (1),,,,,,
BuzzinsocialmediaTomsHardware (1),28179.0,0.0,97.0,0.0,,
Buzzinsocialmedia_Twitter (1),583250.0,0.0,78.0,0.0,0.0,
KDD98 (1),191260.0,5587563.0,347.0,132.0,0.0,
sulfur (1),10081.0,0.0,7.0,0.0,0.0,
debutanizer (1),2394.0,0.0,8.0,0.0,0.0,
parkinsons-telemonitoring (1),5875.0,0.0,22.0,0.0,,
higgs (1),98050.0,9.0,29.0,0.0,0.0,
KEGGMetabolicReactionNetwork (1),65554.0,0.0,27.0,2.0,,
Census-Income (1),299285.0,0.0,13.0,29.0,,
ParkinsonSpeechDatasetwithMultipleTypesofSoundRecordings (1),1039.0,0.0,29.0,0.0,,
COMET_MC (1),7619400.0,0.0,6.0,0.0,0.0,
COMET_MC (2),7619400.0,0.0,6.0,0.0,0.0,
Dexter (1),600.0,0.0,20000.0,1.0,2.0,50.0
Dorothea (1),1150.0,0.0,100000.0,1.0,2.0,90.2608695652174
DBpedia(YAGO).arff (1),2886305.0,0.0,1.0,2400.0,,
Wikidata (1),19254100.0,0.0,0.0,2331.0,,
NELL (1),120720.0,0.0,0.0,769.0,,
autoHorse (1),,,,,,
breastTumor (1),286.0,9.0,2.0,8.0,0.0,
Ailerons (1),13750.0,0.0,41.0,0.0,0.0,
coil2000 (1),9822.0,0.0,86.0,0.0,0.0,
libras_move (1),360.0,0.0,91.0,0.0,0.0,
wine_quality (1),6497.0,0.0,12.0,0.0,0.0,
ozone_level (1),2536.0,0.0,1.0,72.0,0.0,
puma32H (1),8192.0,0.0,33.0,0.0,0.0,
yokohoma2 (1),12.0,0.0,1143.0,0.0,0.0,
heyl (1),11.0,0.0,1143.0,0.0,0.0,
yokohoma1 (1),13.0,0.0,1143.0,0.0,0.0,
mtp (1),4450.0,0.0,203.0,0.0,0.0,
qsbr_y2 (1),25.0,0.0,10.0,0.0,0.0,
krystek (1),30.0,0.0,1143.0,0.0,0.0,
depreux (1),26.0,0.0,1143.0,0.0,0.0,
pdgfr (1),79.0,0.0,321.0,0.0,0.0,
carbolenes (1),37.0,0.0,1143.0,0.0,0.0,
garrat2 (1),14.0,0.0,1143.0,0.0,0.0,
Phen (1),22.0,0.0,111.0,0.0,0.0,
siddiqi (1),10.0,0.0,1143.0,0.0,0.0,
lewis (1),7.0,0.0,1143.0,0.0,0.0,
thompson (1),8.0,0.0,1143.0,0.0,0.0,
yprop_4_1 (1),8885.0,0.0,252.0,0.0,0.0,
tsutumi (1),13.0,0.0,1143.0,0.0,0.0,
strupcz (1),34.0,0.0,1143.0,0.0,0.0,
PHENETYL1 (1),22.0,0.0,629.0,0.0,0.0,
cristalli (1),32.0,0.0,1143.0,0.0,0.0,
qsbralks (1),13.0,0.0,22.0,0.0,0.0,
stevenson (1),5.0,0.0,1143.0,0.0,0.0,
qsartox (1),16.0,0.0,24.0,0.0,0.0,
benzo32 (1),195.0,0.0,33.0,0.0,0.0,
uehling (1),9.0,0.0,1143.0,0.0,0.0,
rosowky (1),10.0,0.0,1143.0,0.0,0.0,
garrat (1),10.0,0.0,1143.0,0.0,0.0,
doherty (1),6.0,0.0,1143.0,0.0,0.0,
chang (1),34.0,0.0,1143.0,0.0,0.0,
qsabr2 (1),15.0,0.0,10.0,0.0,0.0,
selwood (1),31.0,0.0,54.0,0.0,0.0,
topo_2_1 (1),8885.0,0.0,267.0,0.0,0.0,
svensson (1),13.0,0.0,1143.0,0.0,0.0,
pah (1),80.0,0.0,113.0,0.0,0.0,
penning (1),13.0,0.0,1143.0,0.0,0.0,
qsfsr1 (1),20.0,0.0,10.0,0.0,0.0,
qsfrdhla (1),16.0,0.0,34.0,0.0,0.0,
qsprcmpx (1),22.0,0.0,40.0,0.0,0.0,
qsfsr2 (1),19.0,0.0,10.0,0.0,0.0,
mtp2 (1),274.0,0.0,1143.0,0.0,0.0,
analcatdata_birthday (1),365.0,30.0,1.0,3.0,0.0,
electricity_prices_ICON (1),,,,,,
detroit (2),13.0,0.0,14.0,0.0,0.0,
bank32nh (1),8192.0,0.0,33.0,0.0,0.0,
schlvote (1),,,,,,
bodyfat (1),252.0,0.0,15.0,0.0,0.0,
yeast_gene (1),17.0,0.0,2884.0,0.0,0.0,
analcatdata_draft (1),366.0,2.0,2.0,3.0,,
kdd_el_nino-small (1),,,,,,
fried (1),40768.0,0.0,11.0,0.0,0.0,
water-treatment (1),,,,,,
kdd_coil_1 (1),316.0,56.0,9.0,3.0,0.0,
kdd_coil_2 (1),316.0,56.0,9.0,3.0,0.0,
auto93 (1),93.0,14.0,17.0,6.0,0.0,
kdd_coil_3 (1),316.0,56.0,9.0,3.0,0.0,
visualizing_ethanol (1),88.0,0.0,3.0,0.0,0.0,
chscase_geyser1 (1),222.0,0.0,3.0,0.0,0.0,
chscase_vine1 (1),52.0,0.0,10.0,0.0,0.0,
rabe_131 (1),50.0,0.0,6.0,0.0,0.0,
diggle_table_a1 (1),48.0,0.0,5.0,0.0,0.0,
chatfield_4 (1),235.0,0.0,13.0,0.0,0.0,
hutsof99_child_witness (1),42.0,0.0,17.0,0.0,0.0,
rabe_97 (1),46.0,0.0,4.0,1.0,0.0,
rabe_176 (1),70.0,0.0,5.0,0.0,0.0,
